"","MEGYE","OEVK","SZEKHELY","AE","BE","CE","EE","FE","IE","JE","JE_pct","KE","ME","ME_pct","NE","ERVTL_LST","ERV_LST","FIDESZ_egy","JOBBIK_egy","MSZP_egy","DK_egy","LMP_egy","MOMENTUM_egy","EGYUTT_egy","MKKP_egy","FUGGETLEN_egy","MAS_egy","FIDESZ_egy_pct","JOBBIK_egy_pct","MSZP_egy_pct","DK_egy_pct","LMP_egy_pct","MOMENTUM_egy_pct","EGYUTT_egy_pct","MKKP_egy_pct","FUGGETLEN_egy_pct","MAS_egy_pct","FIDESZ_lst","JOBBIK_lst","MSZP_lst","DK_lst","LMP_lst","MOMENTUM_lst","EGYUTT_lst","MKKP_lst","FUGGETLEN_lst","MAS_lst","FIDESZ_lst_pct","JOBBIK_lst_pct","MSZP_lst_pct","DK_lst_pct","LMP_lst_pct","MOMENTUM_lst_pct","EGYUTT_lst_pct","MKKP_lst_pct","FUGGETLEN_lst_pct","MAS_lst_pct","FIDESZ_egy_jlt","JOBBIK_egy_jlt","MSZP_egy_jlt","DK_egy_jlt","LMP_egy_jlt","MOMENTUM_egy_jlt","EGYUTT_egy_jlt","MKKP_egy_jlt","FUGGETLEN_egy_jlt","MAS_egy_jlt","winner","FE_pct","LEFTLIB_OPP_lst_pct","LEFTLIB_OPP_egy_pct","LEFTLIB_OPP_lst","LEFTLIB_OPP_egy","FIDESZ_dev_lst_egy","JOBBIK_dev_lst_egy","LEFTLIB_OPP_dev_lst_egy","FIDESZ_dev_lst_egy_vts","JOBBIK_dev_lst_egy_vts","LEFTLIB_OPP_dev_lst_egy_vts"
"83","PEST",12,"Cegléd",73141,1462,314,74917,47295,1589,48884,65.25,48864,788,1.61,48076,589,48213,24826,16145,NA,3372,1961,638,NA,588,NA,546,0.516390714701722,0.335822447790998,NA,0.070138946667776,0.0407895831599967,0.0132706547965721,NA,0.0122306348281887,NA,0.0113570180547467,25392,11426,4191,2196,2634,1065,144,658,NA,507,0.526662933233775,0.236990023437662,0.0869267624914442,0.045547881276834,0.0546325679795906,0.022089477941634,0.00298674631323502,0.0136477713479767,NA,0.0105158359778483,"Földi László","Volner János",NA,"Dr. Szüdi János","Földi Áron","Mucsinyi Levente",NA,"Kis Viktor",NA,NA,"FIDESZ_egy",0.646627746407624,0.212183436002738,0.124199184624345,10230,5971,-0.0102722185320528,0.0988324243533355,-0.087984251378393,-566,4719,-4259
"84","SOMOGY",1,"Kaposvár",61206,2193,380,63779,42698,2359,45057,70.65,45013,463,1.03,44550,395,44558,19466,14206,NA,5700,2057,743,450,NA,NA,1928,0.436947250280584,0.318877665544332,NA,0.127946127946128,0.0461728395061728,0.0166778900112233,0.0101010101010101,NA,NA,0.0432772166105499,19705,10181,5268,3178,3324,1365,303,682,NA,552,0.442232595717941,0.22848871134252,0.118227927644867,0.0713227703218277,0.0745993985367386,0.0306342295435163,0.00680012567889043,0.015305893442255,NA,0.012388347771444,"Gelencsér Attila","Miháldinecz Gábor",NA,"Dr. László Imre","Dr. Busa József","Berg Dániel","Kerepesi Tibor",NA,NA,NA,"FIDESZ_egy",0.697611345292945,0.30158445172584,0.200897867564534,13438,8950,-0.00528534543735704,0.0903889542018124,-0.100686584161306,-239,4025,-4488
"85","SOMOGY",2,"Barcs",59759,1756,196,61711,38030,1788,39818,64.52,39756,600,1.51,39156,1006,38272,20217,14951,NA,2340,787,NA,96,NA,NA,765,0.516319338032485,0.381831647767903,NA,0.0597609561752988,0.0200990908162223,NA,0.00245173153539687,NA,NA,0.0195372356726938,20052,10308,3331,1822,1434,470,113,287,NA,455,0.523933946488294,0.269335284280936,0.0870349080267559,0.0476066053511706,0.0374686454849498,0.0122805183946488,0.00295255016722408,0.00749895484949833,NA,0.0118885869565217,"Szászfalvi László","Ander Balázs",NA,"Remes Gábor","Sipos Zoltán",NA,"Gyertyás Lászlóné",NA,NA,NA,"FIDESZ_egy",0.636389497816229,0.187343227424749,0.082311778526918,7170,3223,-0.00761460845580886,0.112496363486966,-0.105031448897831,165,4643,-3947
"86","SOMOGY",3,"Marcali",61189,2298,295,63782,40535,2372,42907,67.27,42868,649,1.51,42219,605,42258,21892,15695,3029,NA,835,0,NA,NA,NA,768,0.518534309197281,0.371752054762074,0.0717449489566309,NA,0.0197778251498141,0,NA,NA,NA,0.0181908619342002,22721,9913,3986,1921,1865,724,140,439,NA,549,0.537673339959298,0.234582800889772,0.0943253348478395,0.0454588480287756,0.0441336551658858,0.0171328505845047,0.00331298215722467,0.0103885654787259,NA,0.0129916228879739,"Móring József Attila","Dr. Steinmetz Ádám","Dr. Mészáros Géza József",NA,"Filák Péter","Fábián László",NA,NA,NA,NA,"FIDESZ_egy",0.662455670136789,0.20436367078423,0.091522774106445,8636,3864,-0.0191390307620168,0.137169253872302,-0.112840896677785,-829,5782,-4772
"87","SOMOGY",4,"Siófok",62374,2499,384,65257,42600,2659,45259,69.36,45220,374,0.83,44846,366,44797,22920,8635,11221,NA,918,478,NA,NA,NA,674,0.511082370780003,0.192547830352763,0.250211836061187,NA,0.020470053070508,0.0106586986576283,NA,NA,NA,0.0150292110779111,22650,9857,5103,2440,2380,1051,169,591,NA,556,0.505614215237628,0.220037056052861,0.113913878161484,0.0544679331205215,0.0531285577159185,0.0234613925039623,0.00377257405629841,0.0131928477353394,NA,0.0124115454159877,"Witzmann Mihály","Potocskáné Kõrösi Anita","Dr. Magyar György",NA,"Gál Ferenc","Nagy Dávid",NA,NA,NA,NA,"FIDESZ_egy",0.682976881392888,0.248744335558185,0.281340587789323,11143,12617,0.00546815554237512,-0.0274892257000979,0.0325962522311388,270,-1222,1474
"88","SZABOLCS–SZATMÁR–BEREG",1,"Nyíregyháza",72056,2978,633,75667,51283,3304,54587,72.14,54526,537,0.98,53989,484,53946,21779,10372,17725,NA,1792,838,0,670,NA,813,0.403396988275389,0.192113208246124,0.328307618218526,NA,0.0331919465076219,0.0155216803422919,0,0.0124099353572024,NA,0.0150586230528441,21834,11408,9757,3406,3723,1878,314,897,NA,729,0.404738071404738,0.211470729989249,0.180866051236422,0.0631372112853594,0.0690134579023468,0.0348125903681459,0.00582063545026508,0.0166277388499611,NA,0.0135135135135135,"Dr. Szabó Tünde","Lengyel Máté","Csabai Lászlóné",NA,"Dr. Szoboszlay György Csaba","Babosi György","Lövei Csaba","Vajas Károly",NA,NA,"FIDESZ_egy",0.711710336405018,0.353649946242539,0.37702124506844,19078,20355,-0.00134108312934861,-0.0193575217431243,0.0233712988259011,-55,-1036,1277
"89","SZABOLCS–SZATMÁR–BEREG",2,"Nyíregyháza",70692,2067,295,73054,45420,2107,47527,65.06,47471,703,1.48,46768,612,46558,22395,16393,NA,4909,1303,493,NA,NA,NA,1275,0.478853061922682,0.350517447827574,NA,0.104964933287718,0.027860930550804,0.010541395826206,NA,NA,NA,0.0272622305850154,22382,12410,4792,2193,2107,939,135,547,NA,1053,0.480733708492633,0.266549250397354,0.102925383392757,0.0471025387688475,0.0452553803857554,0.0201683921130633,0.00289960908973753,0.0117487864598995,NA,0.0226169508999527,"Dr. Vinnai Gyõzõ","Dr. Fülöp Erik",NA,"Dr. Helmeczy László","Cselószki Tamás","Szántó Gábor",NA,NA,NA,NA,"FIDESZ_egy",0.642505516890171,0.218351303750161,0.143367259664728,10166,6705,-0.00188064656995068,0.0839681974302206,-0.0749840440854331,13,3983,-3461
"90","SZABOLCS–SZATMÁR–BEREG",3,"Kisvárda",77533,2496,397,80426,50456,2619,53075,65.99,53021,696,1.31,52325,694,52128,32374,14513,NA,2512,1239,363,NA,NA,NA,1324,0.618709985666507,0.277362637362637,NA,0.0480076445293837,0.0236789297658863,0.00693741041567129,NA,NA,NA,0.025303392259914,29825,11924,4645,1890,1831,704,141,391,NA,777,0.572149324739104,0.228744628606507,0.0891075813382443,0.0362569060773481,0.0351250767341928,0.0135052179251074,0.0027048802946593,0.00750076734192756,NA,0.0149056169429098,"Dr. Seszták Miklós","Dr. Gyüre Csaba",NA,"Rakóczki Dénesné","Makranczi István","Matejka Rita",NA,NA,NA,NA,"FIDESZ_egy",0.650768060051849,0.176699662369552,0.0786239847109412,9211,4114,0.0465606609274036,0.0486180087561303,-0.0980756776586106,2549,2589,-5097
"91","SZABOLCS–SZATMÁR–BEREG",4,"Vásárosnamény",73750,2544,881,77175,47965,3001,50966,66.04,50910,923,1.81,49987,757,49806,29865,13641,4229,NA,461,241,46,NA,NA,1504,0.597455338387981,0.272890951647428,0.084601996519095,NA,0.00922239782343409,0.00482125352591674,0.000920239262208174,NA,NA,0.0300878228339368,31117,10381,4304,1361,1240,444,114,245,NA,600,0.624764084648436,0.208428703369072,0.0864152913303618,0.0273260249769104,0.024896598803357,0.00891458860378268,0.00228888085772798,0.00491908605388909,NA,0.0120467413564631,"Dr. Tilki Attila","Adorján Béla","Bihari Miklós",NA,"Tempfli József","Áncsán Márton","Jóczik Bálint",NA,NA,NA,"FIDESZ_egy",0.650372881355932,0.14984138457214,0.099565887130654,7463,4977,-0.027308746260455,0.0644622482783563,-0.0502754974414859,-1252,3260,-2486
"92","SZABOLCS–SZATMÁR–BEREG",5,"Mátészalka",73484,2156,398,76038,47272,2258,49530,65.14,49490,1164,2.35,48326,861,48252,28294,15897,NA,2032,864,319,NA,NA,NA,920,0.585481935190167,0.328953358440591,NA,0.0420477589703265,0.0178785746802963,0.00660100153126681,NA,NA,NA,0.0190373711873526,28910,11301,3948,1519,1200,497,97,262,NA,518,0.599146149382409,0.234207908480477,0.0818204426759513,0.0314805603912791,0.024869435463815,0.01030009118793,0.00201027936665838,0.00542982674293294,NA,0.0107353063085468,"Kovács Sándor","Dr. Apáti István",NA,"Csomáliné Rácz Erika","Tárkányi Sándor","Magyar Péter",NA,NA,NA,NA,"FIDESZ_egy",0.64329649991835,0.150480809085634,0.0665273351818897,7261,3215,-0.0136642141922423,0.0947454499601135,-0.0839534739037441,-616,4596,-4046
"93","SZABOLCS–SZATMÁR–BEREG",6,"Nyírbátor",71971,1866,291,74128,46739,1962,48701,65.7,48659,902,1.85,47757,767,47760,26994,9696,9302,NA,691,345,NA,NA,NA,729,0.56523650983102,0.20302782838118,0.194777728919321,NA,0.0144690830663568,0.00722407186381054,NA,NA,NA,0.0152647779383127,28176,9693,5962,1063,1273,553,95,302,NA,643,0.589949748743719,0.202952261306533,0.124832495812395,0.0222571189279732,0.0266541038525963,0.0115787269681742,0.0019891122278057,0.00632328308207705,NA,0.013463149078727,"Dr. Simon Miklós","Kész Géza","Dr. Veres János",NA,"Czimre József","Bankus Tibor János",NA,NA,NA,NA,"FIDESZ_egy",0.649414347445499,0.187311557788945,0.216470883849488,8946,10338,-0.0247132389126991,7.55670746470649e-05,0.0291593260605433,-1182,3,1392
"94","TOLNA",1,"Szekszárd",60233,1630,396,62259,40495,1833,42328,67.99,42272,619,1.46,41653,351,41425,21477,3899,0,NA,14896,0,NA,601,NA,780,0.515617122416153,0.0936067029985835,0,NA,0.35762129978633,0,NA,0.0144287326243008,NA,0.0187261421746333,21474,6119,5150,1895,4580,942,129,667,NA,469,0.51838261919131,0.147712733856367,0.124321062160531,0.0457453228726614,0.110561255280628,0.0227398913699457,0.00311406155703078,0.016101388050694,NA,0.0113216656608328,"Horváth István","Szabó Balázs","Dr. Harangozó Tamás",NA,"Dr. Hadházy Ákos","Rácz Norbert",NA,"Pesti Vendel",NA,NA,"FIDESZ_egy",0.672305878837182,0.306481593240797,0.35762129978633,12696,14896,-0.00276549677515703,-0.0541060308577834,0.0511397065455333,3,-2220,2200
"95","TOLNA",2,"Dombóvár",59452,1493,334,61279,39717,1643,41360,67.49,41328,423,1.02,40905,338,39579,23910,10127,NA,3468,1966,468,NA,NA,NA,966,0.584525119178585,0.247573646253514,NA,0.0847818115144848,0.0480625840361814,0.0114411441144114,NA,NA,NA,0.0236156949028236,22277,7618,3501,2057,2270,710,113,456,NA,577,0.562848985573157,0.192475807877915,0.0884559993936178,0.0519720053563759,0.0573536471361075,0.0179388059324389,0.00285504939488112,0.0115212612749185,NA,0.0145784380605877,"Potápi Árpád János","Fenyvesi Csaba Zsolt",NA,"Gecséné Dr. Slárku Szilvia","Dr. Kretz István József","Sárdi Csaba László",NA,NA,NA,NA,"FIDESZ_egy",0.668051537374689,0.218575507213421,0.144285539665078,8651,5902,0.0216761336054271,0.0550978383755992,-0.0742899675483437,1633,2509,-2749
"96","TOLNA",3,"Paks",59680,1575,249,61504,39581,1671,41252,67.07,41216,362,0.88,40854,318,40386,23605,9900,4806,NA,1259,527,NA,NA,NA,757,0.577789200567876,0.24232633279483,0.117638419738581,NA,0.0308170558574436,0.0128995936750379,NA,NA,NA,0.018529397366231,22568,8096,3828,1721,1985,925,146,559,NA,558,0.558807507552122,0.200465507849255,0.094785321646115,0.0426137770514535,0.0491506957856683,0.0229039766255633,0.00361511414846729,0.0138414301985837,NA,0.0138166691427722,"Süli János","Bencze János","Heringes Anita",NA,"Dömötörné Solymár Orsika","Dobosi Norbert",NA,NA,NA,NA,"FIDESZ_egy",0.663220509383378,0.213068885257267,0.161355069271063,8605,6592,0.0189816930157538,0.0418608249455757,-0.0517138159862046,1037,1804,-2013
"97","VAS",1,"Szombathely",67392,1885,333,69610,50754,2076,52830,75.89,52759,505,0.96,52254,499,51931,26086,6576,15950,NA,1854,610,NA,748,NA,430,0.499215371072071,0.125846825123436,0.305239790255291,NA,0.0354805373751292,0.011673747464309,NA,0.0143146936119723,NA,0.00822903509779156,26251,6894,8219,2702,4334,1785,300,949,NA,497,0.505497679613333,0.132753076197262,0.158267701372976,0.0520305790375691,0.0834568947256937,0.0343725327838863,0.00577689626619938,0.0182742485220774,NA,0.00957039148100364,"Dr. Hende Csaba","Balassa Péter","Dr. Nemény András",NA,"Németh Ákos","Falta Péter",NA,"Viszlayné Pavelkovits Petra",NA,NA,"FIDESZ_egy",0.753116096866097,0.333904604186324,0.35239407509473,17340,18414,-0.00628230854126199,-0.00690625107382623,0.0184894709084054,-165,-318,1074
"98","VAS",2,"Sárvár",67774,1646,211,69631,49537,1716,51253,73.61,51216,340,0.66,50876,411,50730,31226,9278,7110,NA,1826,677,NA,NA,NA,759,0.613766805566475,0.182364965799198,0.139751552795031,NA,0.0358911864140263,0.0133068637471499,NA,NA,NA,0.0149186256781193,30453,7753,5315,1648,2975,1107,133,678,NA,668,0.600295683027794,0.152828700965898,0.104770352848413,0.0324857086536566,0.0586438005125172,0.0218214074512123,0.00262172284644195,0.013364872856298,NA,0.0131677508377686,"Ágh Péter","Rába Kálmán","Dr. Horváth Attila",NA,"György István Péter","Kovács Attila",NA,NA,NA,NA,"FIDESZ_egy",0.730914509989081,0.220342992312241,0.188949602956207,11178,9613,0.0134711225386811,0.0295362648333002,-0.031393389356034,773,1525,-1565
"99","VAS",3,"Körmend",65674,1634,217,67525,47696,1710,49406,73.17,49372,612,1.24,48760,600,48476,30970,13072,NA,2093,1526,506,NA,NA,NA,593,0.635151763740771,0.268088597210829,NA,0.0429245283018868,0.0312961443806399,0.010377358490566,NA,NA,NA,0.0121616078753076,30991,8146,3372,1610,2275,865,140,566,NA,511,0.639306048353825,0.168041917649971,0.0695601947355392,0.0332123112468025,0.0469304398052645,0.0178438815083753,0.00288802706493935,0.0116758808482548,NA,0.0105412987870286,"V.Németh Zsolt","Bana Tibor",NA,"Balogh Tibor","Bogáti András","Gerencsér Mária",NA,NA,NA,NA,"FIDESZ_egy",0.726253920881932,0.170434854360921,0.0845980311730927,8262,4125,-0.00415428461305345,0.100046679560857,-0.0858368231878282,-21,4926,-4137
"100","VESZPRÉM",1,"Veszprém",69905,1890,529,72324,51315,2241,53556,74.05,53523,358,0.67,53165,359,52238,25920,7054,NA,NA,1811,744,NA,818,16688,130,0.487538794319571,0.132681275275087,NA,NA,0.0340637637543497,0.0139941690962099,NA,0.015386062259005,0.313890717577354,0.00244521771842377,24912,9736,6525,2669,4539,1856,321,1042,NA,638,0.476894214939316,0.186377732685019,0.124909070025652,0.0510930740074275,0.0868907691718672,0.0355296910295187,0.00614495195068724,0.0199471648991156,NA,0.0122133312913971,"Ovádi Péter","Dr. Varga-Damm Andrea",NA,NA,"Hites Viktor","Dr. Mezõdi János",NA,"Szimmer Ákos","Kész Zoltán",NA,"FIDESZ_egy",0.734067663257278,0.304567556185153,0.0480579328505596,15910,2555,0.0106445793802549,-0.0536964574099316,-0.256509623334593,1008,-2682,-13355
"101","VESZPRÉM",2,"Balatonfüred",70656,2728,516,73900,49747,2981,52728,71.35,52692,782,1.48,51910,443,52011,26280,17735,NA,5473,0,1276,NA,NA,NA,1146,0.506260836062416,0.341649007898286,NA,0.105432479291081,0,0.0245810055865922,NA,NA,NA,0.0220766711616259,25816,10463,5699,3063,3556,1516,270,966,NA,662,0.4963565399627,0.201168983484263,0.109572974947607,0.0588913883601546,0.0683701524677472,0.0291476802983984,0.00519120955182558,0.0185729941743093,NA,0.0127280767529946,"Kontrát Károly","Kepli Lajos",NA,"Deák Istvánné","Ságodi Zoltán","Kiss László",NA,NA,NA,NA,"FIDESZ_egy",0.70407325634058,0.271173405625733,0.130013484877673,14104,6749,0.00990429609971549,0.140480024414023,-0.14115992074806,464,7272,-7355
"102","VESZPRÉM",3,"Tapolca",67314,2438,342,70094,46506,2556,49062,69.99,48998,313,0.64,48685,293,48612,22838,19748,3992,NA,1107,NA,NA,576,NA,424,0.469097257882305,0.40562801684297,0.0819965081647325,NA,0.0227380096538975,NA,NA,0.0118311594947109,NA,0.00870904796138441,24437,11798,5497,2104,2508,939,147,696,NA,486,0.50269480786637,0.24269727639266,0.113079075125483,0.0432814942812474,0.0515921994569242,0.019316218217724,0.00302394470501111,0.0143174524808689,NA,0.00999753147371019,"Fenyvesi Zoltán","Rig Lajos","Kárpáti Lajos",NA,"Takács Lajos",NA,NA,"Pavlovics Márk",NA,NA,"FIDESZ_egy",0.690881540244229,0.23029293178639,0.10473451781863,11195,5099,-0.0335975499840658,0.16293074045031,-0.12555841396776,-1599,7950,-6096
"103","VESZPRÉM",4,"Pápa",68289,1802,288,70379,47511,1922,49433,70.24,49394,446,0.9,48948,479,48223,28557,11914,6519,NA,1063,411,NA,NA,NA,484,0.583415052708997,0.243401160415134,0.133182152488355,NA,0.0217169240827,0.00839666584947291,NA,NA,NA,0.00988804445534036,27936,9893,4628,1847,1894,804,136,526,NA,559,0.579308628662671,0.205151068991975,0.0959708023142484,0.0383012255562698,0.0392758642141717,0.0166725421479377,0.00282023101009892,0.010907658171412,NA,0.0115919789312154,"Dr. Kovács Zoltán","Töreki Milán","Gõgös Zoltán",NA,"Tomán Attila","Iker Áron",NA,NA,NA,NA,"FIDESZ_egy",0.695734305671484,0.193040665242727,0.163295742420528,9309,7993,0.004106424046326,0.0382500914231597,-0.0297449228221986,621,2021,-1316
"104","ZALA",1,"Zalaegerszeg",74491,2850,362,77703,55145,3007,58152,74.84,58085,449,0.77,57636,393,57713,30433,12616,8895,NA,2918,912,NA,NA,NA,1862,0.528020681518495,0.218890970920952,0.154330626691651,NA,0.050628079672427,0.0158234436810327,NA,NA,NA,0.0323061975154417,30568,10524,6388,2667,4189,1592,227,808,NA,750,0.529655363609585,0.182350596919238,0.110685634085908,0.0462114255020533,0.0725833001230225,0.0275847729281098,0.00393325593886993,0.0140003118881361,NA,0.0129953390050768,"Vigh László","Benke Richárd","Góra Balázs",NA,"Dr. Paksy Zoltán","Fodor Zsolt",NA,NA,NA,NA,"FIDESZ_egy",0.740290773382019,0.260998388577963,0.220782150045111,15063,12725,-0.00163468209108997,0.0365403740017139,-0.0402162385328527,-135,2092,-2338
"105","ZALA",2,"Keszthely",71508,2639,381,74528,49206,2804,52010,69.79,51963,408,0.79,51555,451,51518,28617,14595,NA,4245,2115,1095,351,NA,NA,537,0.555077102123945,0.283095723014257,NA,0.0823392493453593,0.0410241489671225,0.0212394530113471,0.00680826302007565,NA,NA,0.0104160605178935,28813,10361,4073,2496,3068,1252,190,686,NA,579,0.559280251562561,0.201114173686867,0.0790597461081564,0.0484490857564346,0.0595520012422842,0.0243021856438526,0.00368803136767732,0.013315734306456,NA,0.0112387903257114,"Manninger Jenõ","Dr. Weller-Jakus Tamás",NA,"Kovács Viktória","Temesváry Tibor","Elekes István","Csontos Gábor",NA,NA,NA,"FIDESZ_egy",0.688118811881188,0.215051050118405,0.151411114343905,11079,7806,-0.00420314943861533,0.0819815493273899,-0.0636399357745007,-196,4234,-3273
"106","ZALA",3,"Nagykanizsa",72467,2378,311,75156,49619,2495,52114,69.34,52056,489,0.94,51567,377,51554,25161,17840,NA,5136,1863,751,NA,NA,NA,816,0.487928326255163,0.34595768611709,NA,0.0995985804875211,0.036127756123102,0.0145635774817228,NA,NA,NA,0.0158240735354005,25045,12516,5455,3203,2869,1141,159,522,NA,644,0.48580129572875,0.242774566473988,0.105811382239981,0.0621290297552081,0.055650386003026,0.0221321332971253,0.00308414478023044,0.0101253055049075,NA,0.0124917562167824,"Cseresnyés Péter","Zakó László",NA,"Horváth Jácint","Dr. Károlyi Attila József","Dr. Polónyi Tamás",NA,NA,NA,NA,"FIDESZ_egy",0.684711661859881,0.248807076075571,0.150289914092346,12827,7750,0.00212703052641278,0.103183119643102,-0.0985171619832254,116,5324,-5077
